M1021	M1233
M1067: chr=17, pos=6215375, haplotype=0
M1068: chr=13, pos=107628653, haplotype=1
M1069: chr=5, pos=81630457, haplotype=1
M1070: chr=23, pos=21706322, haplotype=0
M1071: chr=1, pos=35047762, haplotype=1
M1072: chr=15, pos=103578942, haplotype=1
M1073: chr=10, pos=130013710, haplotype=1
CNV_M1074: chr=22, arm=1, haplotype=1
M1075: chr=7, pos=148392228, haplotype=0
M1076: chr=18, pos=19626225, haplotype=1
M1077: chr=2, pos=184857256, haplotype=0
M1078: chr=1, pos=134944669, haplotype=0
M1079: chr=13, pos=97710168, haplotype=1
M1080: chr=1, pos=97610109, haplotype=1
M1081: chr=5, pos=159689769, haplotype=1
M1082: chr=14, pos=79545704, haplotype=1
M1083: chr=17, pos=13075959, haplotype=0
M1084: chr=4, pos=138269746, haplotype=0
M1085: chr=6, pos=38388523, haplotype=0
M1086: chr=23, pos=2811848, haplotype=1
M1087: chr=19, pos=72275102, haplotype=0
M1088: chr=22, pos=41897292, haplotype=1
M1089: chr=13, pos=67313160, haplotype=1
M1090: chr=15, pos=58924633, haplotype=0
M1091: chr=10, pos=95219510, haplotype=0
M1092: chr=16, pos=6871117, haplotype=1
CNV_M1093: chr=17, arm=1, haplotype=0
M1094: chr=11, pos=18868443, haplotype=1
M1095: chr=22, pos=46854479, haplotype=0
M1096: chr=4, pos=115935311, haplotype=0
M1097: chr=13, pos=47278959, haplotype=1
CNV_M1098: chr=23, arm=1, haplotype=0
M1099: chr=7, pos=147024992, haplotype=0
M1100: chr=1, pos=176616327, haplotype=0
M1101: chr=21, pos=18711524, haplotype=0
M1102: chr=3, pos=192590890, haplotype=0
M1103: chr=21, pos=54707472, haplotype=0
M1104: chr=7, pos=54800361, haplotype=1
CNV_M1105: chr=16, arm=1, haplotype=0
M1106: chr=8, pos=154355848, haplotype=0
CNV_M1107: chr=1, arm=0, haplotype=0
M1108: chr=17, pos=83201075, haplotype=0
CNV_M1109: chr=3, arm=0, haplotype=0
CNV_M1110: chr=5, arm=1, haplotype=1
M1111: chr=7, pos=118169905, haplotype=0
M1112: chr=14, pos=7626988, haplotype=0
M1113: chr=9, pos=110053650, haplotype=0
M1114: chr=17, pos=11393583, haplotype=0
M1115: chr=3, pos=92811755, haplotype=1
M1116: chr=20, pos=59423615, haplotype=0
M1117: chr=9, pos=30768081, haplotype=0
M1118: chr=17, pos=17008583, haplotype=1
M1119: chr=13, pos=41871752, haplotype=1
M1120: chr=6, pos=21295937, haplotype=1
M1121: chr=11, pos=19335370, haplotype=0
M1122: chr=19, pos=28584914, haplotype=0
M1123: chr=6, pos=33602191, haplotype=0
CNV_M1124: chr=4, arm=1, haplotype=0
M1125: chr=7, pos=71321610, haplotype=0
M1126: chr=8, pos=67729550, haplotype=1
M1127: chr=10, pos=98763518, haplotype=1
M1128: chr=11, pos=10764638, haplotype=0
M1129: chr=22, pos=6024624, haplotype=0
M1130: chr=19, pos=64339698, haplotype=0
M1131: chr=5, pos=57043004, haplotype=1
M1132: chr=9, pos=35622461, haplotype=0
CNV_M1133: chr=23, arm=0, haplotype=1
M1134: chr=11, pos=13353339, haplotype=0
CNV_M1135: chr=16, arm=0, haplotype=0
M1136: chr=14, pos=64855892, haplotype=1
M1137: chr=15, pos=30662873, haplotype=1
M1138: chr=17, pos=59718649, haplotype=0
M1139: chr=8, pos=89395873, haplotype=0
M1140: chr=20, pos=7873437, haplotype=1
M1141: chr=16, pos=98154262, haplotype=0
M1142: chr=14, pos=12841532, haplotype=0
M1143: chr=1, pos=14247820, haplotype=1
M1144: chr=5, pos=23782411, haplotype=1
M1145: chr=13, pos=53152079, haplotype=1
M1146: chr=19, pos=57826694, haplotype=0
M1147: chr=1, pos=20361292, haplotype=1
M1148: chr=18, pos=22742611, haplotype=1
M1149: chr=18, pos=8291650, haplotype=0
M1150: chr=19, pos=39558100, haplotype=0
M1151: chr=4, pos=185259886, haplotype=1
M1152: chr=20, pos=46532676, haplotype=0
M1153: chr=8, pos=51290908, haplotype=0
CNV_M1154: chr=15, arm=0, haplotype=1
M1155: chr=20, pos=27268596, haplotype=1
M1156: chr=7, pos=134587511, haplotype=0
M1157: chr=21, pos=31503793, haplotype=1
M1158: chr=9, pos=93592898, haplotype=1
M1159: chr=23, pos=23157817, haplotype=0
M1160: chr=13, pos=131591219, haplotype=0
M1161: chr=7, pos=69781598, haplotype=1
M1162: chr=1, pos=10124649, haplotype=0
M1163: chr=10, pos=103651857, haplotype=1
M1164: chr=13, pos=98050263, haplotype=0
M1165: chr=18, pos=27965342, haplotype=0
M1166: chr=17, pos=62013982, haplotype=0
M1167: chr=16, pos=63140606, haplotype=1
M1168: chr=10, pos=90426012, haplotype=0
M1169: chr=23, pos=3461185, haplotype=1
M1170: chr=12, pos=15483907, haplotype=0
M1171: chr=10, pos=48120803, haplotype=0
M1172: chr=18, pos=53821846, haplotype=1
M1173: chr=1, pos=170386307, haplotype=1
M1174: chr=1, pos=86503811, haplotype=0
M1175: chr=11, pos=34206431, haplotype=1
M1176: chr=15, pos=55037681, haplotype=1
M1177: chr=12, pos=17505903, haplotype=1
M1178: chr=3, pos=196682999, haplotype=0
M1179: chr=5, pos=57328347, haplotype=0
CNV_M1180: chr=2, arm=1, haplotype=0
M1181: chr=11, pos=52512605, haplotype=0
CNV_M1182: chr=3, arm=0, haplotype=0
M1183: chr=9, pos=50195904, haplotype=0
M1184: chr=11, pos=24199764, haplotype=1
CNV_M1185: chr=15, arm=1, haplotype=1
M1186: chr=1, pos=113592522, haplotype=0
M1187: chr=22, pos=36612018, haplotype=1
M1188: chr=17, pos=90120865, haplotype=1
M1189: chr=18, pos=6893344, haplotype=0
M1190: chr=19, pos=65207774, haplotype=1
M1191: chr=9, pos=60905003, haplotype=1
M1192: chr=15, pos=33599502, haplotype=1
M1193: chr=8, pos=101831204, haplotype=0
M1194: chr=15, pos=94201338, haplotype=1
M1195: chr=1, pos=228290691, haplotype=1
M1196: chr=19, pos=4718522, haplotype=0
M1197: chr=12, pos=15238352, haplotype=0
M1198: chr=5, pos=29082042, haplotype=1
M1199: chr=15, pos=84520504, haplotype=1
M1200: chr=16, pos=90118777, haplotype=0
M1201: chr=4, pos=73878260, haplotype=0
M1202: chr=11, pos=6565118, haplotype=1
M1203: chr=9, pos=28333799, haplotype=1
M1204: chr=16, pos=21793549, haplotype=1
CNV_M1205: chr=19, arm=0, haplotype=0
M1206: chr=22, pos=50607108, haplotype=0
M1207: chr=18, pos=63935905, haplotype=1
M1208: chr=15, pos=45347077, haplotype=1
M1209: chr=5, pos=58290441, haplotype=1
M1210: chr=19, pos=49226583, haplotype=1
CNV_M1211: chr=10, arm=0, haplotype=1
M1212: chr=15, pos=78918647, haplotype=0
M1213: chr=7, pos=53582774, haplotype=0
M1214: chr=22, pos=47681341, haplotype=0
M1215: chr=16, pos=34852144, haplotype=0
M1216: chr=12, pos=133182784, haplotype=0
M1217: chr=23, pos=12167792, haplotype=0
M1218: chr=5, pos=83105608, haplotype=1
M1219: chr=7, pos=139012942, haplotype=0
M1220: chr=8, pos=60754807, haplotype=0
M1221: chr=21, pos=30089273, haplotype=0
M1222: chr=19, pos=18599621, haplotype=0
M1223: chr=1, pos=109765055, haplotype=0
M1224: chr=16, pos=53262244, haplotype=0
M1225: chr=8, pos=23916804, haplotype=1
M1226: chr=1, pos=113717949, haplotype=1
M1227: chr=7, pos=114560755, haplotype=1
M1228: chr=11, pos=35466810, haplotype=0
M1229: chr=17, pos=27681216, haplotype=0
M1230: chr=17, pos=36807381, haplotype=1
M1231: chr=13, pos=94733550, haplotype=0
M1232: chr=5, pos=115132355, haplotype=1
M1233: chr=14, pos=65778827, haplotype=0
M1234: chr=9, pos=34389512, haplotype=0
M1235: chr=2, pos=195534439, haplotype=0
M1236: chr=22, pos=42362083, haplotype=1
M1237: chr=17, pos=27009706, haplotype=1
M1238: chr=7, pos=117682601, haplotype=1
M1239: chr=2, pos=151680058, haplotype=1
M1240: chr=2, pos=32317369, haplotype=1
CNV_M1241: chr=21, arm=0, haplotype=1
M1242: chr=1, pos=175947767, haplotype=0
M1243: chr=11, pos=17994884, haplotype=1
M1244: chr=18, pos=11603140, haplotype=0
M1245: chr=13, pos=3504373, haplotype=1
M1246: chr=2, pos=69422623, haplotype=0
M1247: chr=5, pos=101803664, haplotype=0
M1248: chr=1, pos=49493135, haplotype=1
M1249: chr=4, pos=183214136, haplotype=0
M1250: chr=19, pos=40226067, haplotype=0
M1251: chr=12, pos=48836711, haplotype=0
M1252: chr=23, pos=41287042, haplotype=0
M1253: chr=2, pos=89466256, haplotype=0
M1254: chr=13, pos=122747033, haplotype=0
M1255: chr=19, pos=44021721, haplotype=0
M1256: chr=18, pos=38907311, haplotype=1
M1257: chr=1, pos=188018536, haplotype=0
M1258: chr=15, pos=68661355, haplotype=0
M1259: chr=16, pos=54149541, haplotype=1
M1260: chr=9, pos=136983432, haplotype=0
