M4586	M4677
M4820: chr=5, pos=166965030, haplotype=0
M4821: chr=9, pos=61896236, haplotype=0
M4822: chr=6, pos=142704699, haplotype=0
M4823: chr=2, pos=215089824, haplotype=0
M4824: chr=13, pos=37572619, haplotype=0
M4825: chr=5, pos=95525290, haplotype=1
M4826: chr=9, pos=72551038, haplotype=1
M4827: chr=10, pos=64030887, haplotype=0
CNV_M4828: chr=10, arm=0, haplotype=0
M4829: chr=12, pos=11120199, haplotype=0
M4830: chr=20, pos=17775744, haplotype=0
M4831: chr=23, pos=47240950, haplotype=0
M4832: chr=22, pos=47102276, haplotype=1
M4833: chr=7, pos=11401284, haplotype=0
M4834: chr=12, pos=12136864, haplotype=0
M4835: chr=12, pos=112810494, haplotype=1
M4836: chr=15, pos=93888660, haplotype=0
M4837: chr=16, pos=50630689, haplotype=0
M4838: chr=8, pos=70579337, haplotype=1
M4839: chr=14, pos=63260998, haplotype=0
M4840: chr=23, pos=46831703, haplotype=0
M4841: chr=23, pos=43943346, haplotype=1
M4842: chr=3, pos=192345865, haplotype=1
M4843: chr=16, pos=75634509, haplotype=0
M4844: chr=9, pos=136948941, haplotype=1
M4845: chr=1, pos=126344146, haplotype=1
M4846: chr=3, pos=22488714, haplotype=0
M4847: chr=10, pos=62647707, haplotype=1
M4848: chr=15, pos=45849057, haplotype=1
M4849: chr=1, pos=4095107, haplotype=0
M4850: chr=16, pos=80674476, haplotype=0
M4851: chr=7, pos=119563050, haplotype=1
M4852: chr=4, pos=150112489, haplotype=0
CNV_M4853: chr=17, arm=1, haplotype=1
M4854: chr=17, pos=24500493, haplotype=0
M4855: chr=7, pos=34606714, haplotype=0
M4856: chr=3, pos=126280240, haplotype=0
M4857: chr=18, pos=50696072, haplotype=0
M4858: chr=2, pos=241911429, haplotype=0
M4859: chr=16, pos=19265320, haplotype=1
M4860: chr=19, pos=74913532, haplotype=0
CNV_M4861: chr=22, arm=0, haplotype=1
M4862: chr=1, pos=85517873, haplotype=0
CNV_M4863: chr=13, arm=0, haplotype=1
M4864: chr=18, pos=63091533, haplotype=0
M4865: chr=20, pos=6136889, haplotype=0
M4866: chr=4, pos=16940575, haplotype=1
M4867: chr=22, pos=827069, haplotype=0
M4868: chr=3, pos=27336925, haplotype=1
M4869: chr=21, pos=42609614, haplotype=1
M4870: chr=6, pos=49902414, haplotype=0
M4871: chr=10, pos=19298529, haplotype=0
M4872: chr=17, pos=54669236, haplotype=0
M4873: chr=11, pos=123894312, haplotype=1
M4874: chr=4, pos=129113608, haplotype=1
M4875: chr=21, pos=13900943, haplotype=1
M4876: chr=2, pos=156316805, haplotype=0
M4877: chr=2, pos=1881109, haplotype=1
M4878: chr=10, pos=50648498, haplotype=0
M4879: chr=17, pos=1430618, haplotype=1
M4880: chr=1, pos=65307558, haplotype=0
M4881: chr=21, pos=58313763, haplotype=1
M4882: chr=15, pos=87394570, haplotype=0
M4883: chr=22, pos=35965568, haplotype=1
M4884: chr=18, pos=65488412, haplotype=1
M4885: chr=16, pos=68856636, haplotype=0
M4886: chr=13, pos=34727876, haplotype=1
M4887: chr=2, pos=202824566, haplotype=0
M4888: chr=6, pos=60184501, haplotype=0
M4889: chr=7, pos=13867438, haplotype=0
M4890: chr=2, pos=145892038, haplotype=1
CNV_M4891: chr=6, arm=0, haplotype=1
M4892: chr=19, pos=48763298, haplotype=0
M4893: chr=17, pos=14816565, haplotype=1
M4894: chr=16, pos=32702787, haplotype=0
M4895: chr=17, pos=65175773, haplotype=0
M4896: chr=17, pos=39148270, haplotype=1
M4897: chr=17, pos=82867524, haplotype=0
M4898: chr=15, pos=22037115, haplotype=1
M4899: chr=22, pos=3676626, haplotype=0
M4900: chr=13, pos=91840970, haplotype=0
M4901: chr=5, pos=150712362, haplotype=1
M4902: chr=3, pos=162341374, haplotype=0
M4903: chr=4, pos=153599627, haplotype=0
M4904: chr=19, pos=55144016, haplotype=0
M4905: chr=6, pos=157258284, haplotype=1
M4906: chr=22, pos=16818790, haplotype=0
M4907: chr=16, pos=66351179, haplotype=1
CNV_M4908: chr=22, arm=0, haplotype=0
M4909: chr=16, pos=21029169, haplotype=1
M4910: chr=9, pos=59748143, haplotype=1
M4911: chr=20, pos=17417062, haplotype=1
M4912: chr=1, pos=244416188, haplotype=1
CNV_M4913: chr=19, arm=0, haplotype=1
CNV_M4914: chr=20, arm=1, haplotype=0
M4915: chr=1, pos=45689929, haplotype=1
CNV_M4916: chr=5, arm=0, haplotype=1
M4917: chr=3, pos=93929266, haplotype=1
M4918: chr=13, pos=110735237, haplotype=1
M4919: chr=23, pos=40885515, haplotype=0
M4920: chr=15, pos=34311242, haplotype=0
M4921: chr=4, pos=85961188, haplotype=1
M4922: chr=22, pos=18975173, haplotype=1
M4923: chr=12, pos=39870906, haplotype=0
M4924: chr=12, pos=107606682, haplotype=1
M4925: chr=11, pos=45625308, haplotype=1
M4926: chr=18, pos=71976145, haplotype=0
M4927: chr=10, pos=135766124, haplotype=1
M4928: chr=4, pos=17292367, haplotype=1
M4929: chr=23, pos=28037580, haplotype=1
M4930: chr=6, pos=107673187, haplotype=0
M4931: chr=3, pos=53970973, haplotype=0
M4932: chr=1, pos=228276336, haplotype=0
M4933: chr=13, pos=16937491, haplotype=0
CNV_M4934: chr=3, arm=1, haplotype=0
M4935: chr=16, pos=6199347, haplotype=1
M4936: chr=15, pos=76866511, haplotype=0
M4937: chr=3, pos=38486422, haplotype=0
M4938: chr=22, pos=13036659, haplotype=1
M4939: chr=22, pos=21829347, haplotype=1
M4940: chr=22, pos=14949992, haplotype=1
M4941: chr=6, pos=12868376, haplotype=0
M4942: chr=10, pos=113985900, haplotype=1
M4943: chr=18, pos=72237, haplotype=1
M4944: chr=5, pos=105200536, haplotype=1
M4945: chr=12, pos=129158485, haplotype=1
M4946: chr=19, pos=33702773, haplotype=0
M4947: chr=7, pos=57600180, haplotype=1
M4948: chr=15, pos=76397081, haplotype=1
M4949: chr=16, pos=40043298, haplotype=1
M4950: chr=20, pos=4139329, haplotype=0
M4951: chr=10, pos=96465493, haplotype=0
M4952: chr=23, pos=9829024, haplotype=1
M4953: chr=1, pos=63592957, haplotype=1
M4954: chr=19, pos=27332466, haplotype=0
M4955: chr=3, pos=7854150, haplotype=1
M4956: chr=13, pos=59574628, haplotype=1
M4957: chr=2, pos=4609755, haplotype=1
M4958: chr=13, pos=21562030, haplotype=0
M4959: chr=4, pos=87297166, haplotype=1
M4960: chr=6, pos=113057579, haplotype=0
M4961: chr=21, pos=39591693, haplotype=1
M4962: chr=2, pos=117321695, haplotype=1
M4963: chr=1, pos=137970231, haplotype=1
M4964: chr=19, pos=60274731, haplotype=1
M4965: chr=23, pos=15534311, haplotype=0
CNV_M4966: chr=20, arm=0, haplotype=0
M4967: chr=16, pos=25112475, haplotype=0
M4968: chr=17, pos=41058448, haplotype=1
CNV_M4969: chr=12, arm=0, haplotype=0
M4970: chr=16, pos=66662556, haplotype=1
M4971: chr=20, pos=57881811, haplotype=0
M4972: chr=2, pos=201554868, haplotype=0
M4973: chr=5, pos=46912056, haplotype=1
CNV_M4974: chr=18, arm=0, haplotype=1
CNV_M4975: chr=5, arm=1, haplotype=0
M4976: chr=9, pos=4267648, haplotype=0
M4977: chr=2, pos=174947174, haplotype=0
M4978: chr=3, pos=132082783, haplotype=1
M4979: chr=17, pos=12793347, haplotype=0
M4980: chr=4, pos=20611681, haplotype=1
M4981: chr=5, pos=139590325, haplotype=0
M4982: chr=20, pos=42031103, haplotype=0
CNV_M4983: chr=2, arm=1, haplotype=0
