M6120	M6223
M6237: chr=2, pos=102433521, haplotype=0
M6238: chr=12, pos=49440716, haplotype=0
M6239: chr=9, pos=97899584, haplotype=0
M6240: chr=12, pos=92153225, haplotype=0
M6241: chr=5, pos=113107555, haplotype=0
M6242: chr=4, pos=74542955, haplotype=0
M6243: chr=1, pos=91065347, haplotype=0
CNV_M6244: chr=3, arm=0, haplotype=1
M6245: chr=12, pos=83655118, haplotype=1
M6246: chr=14, pos=91797834, haplotype=0
CNV_M6247: chr=2, arm=0, haplotype=0
M6248: chr=1, pos=188945256, haplotype=1
M6249: chr=13, pos=57320889, haplotype=1
M6250: chr=3, pos=145259846, haplotype=1
CNV_M6251: chr=2, arm=0, haplotype=1
M6252: chr=22, pos=53837316, haplotype=1
CNV_M6253: chr=19, arm=0, haplotype=1
M6254: chr=13, pos=52558635, haplotype=0
M6255: chr=8, pos=61491870, haplotype=1
CNV_M6256: chr=4, arm=0, haplotype=1
CNV_M6257: chr=19, arm=1, haplotype=1
M6258: chr=3, pos=45923471, haplotype=1
M6259: chr=11, pos=62067354, haplotype=0
M6260: chr=9, pos=61707950, haplotype=1
CNV_M6261: chr=17, arm=1, haplotype=0
M6262: chr=12, pos=7382953, haplotype=1
M6263: chr=21, pos=26781731, haplotype=1
M6264: chr=14, pos=52007416, haplotype=1
M6265: chr=16, pos=68472917, haplotype=0
M6266: chr=17, pos=51599817, haplotype=0
M6267: chr=1, pos=227970854, haplotype=1
M6268: chr=2, pos=164378679, haplotype=0
M6269: chr=5, pos=107870883, haplotype=0
M6270: chr=19, pos=47393107, haplotype=1
M6271: chr=1, pos=218029424, haplotype=0
CNV_M6272: chr=16, arm=0, haplotype=1
M6273: chr=3, pos=162481522, haplotype=1
M6274: chr=10, pos=109261428, haplotype=0
M6275: chr=13, pos=82067787, haplotype=0
CNV_M6276: chr=16, arm=1, haplotype=0
M6277: chr=15, pos=29324845, haplotype=0
M6278: chr=22, pos=29999681, haplotype=0
M6279: chr=3, pos=116627890, haplotype=0
CNV_M6280: chr=5, arm=1, haplotype=1
CNV_M6281: chr=11, arm=0, haplotype=0
M6282: chr=19, pos=72209461, haplotype=0
CNV_M6283: chr=11, arm=0, haplotype=0
CNV_M6284: chr=16, arm=1, haplotype=0
M6285: chr=10, pos=38134446, haplotype=1
M6286: chr=19, pos=53020321, haplotype=1
M6287: chr=23, pos=556795, haplotype=1
CNV_M6288: chr=20, arm=0, haplotype=0
M6289: chr=14, pos=29868078, haplotype=0
M6290: chr=20, pos=13946396, haplotype=0
CNV_M6291: chr=16, arm=0, haplotype=1
M6292: chr=13, pos=81430461, haplotype=0
M6293: chr=13, pos=10684533, haplotype=1
M6294: chr=10, pos=108308976, haplotype=0
M6295: chr=3, pos=98733934, haplotype=1
M6296: chr=2, pos=230695402, haplotype=0
M6297: chr=16, pos=82015335, haplotype=1
M6298: chr=18, pos=65002627, haplotype=0
M6299: chr=9, pos=75200376, haplotype=0
CNV_M6300: chr=2, arm=1, haplotype=1
M6301: chr=22, pos=20032137, haplotype=0
M6302: chr=17, pos=57593518, haplotype=0
M6303: chr=9, pos=140619521, haplotype=0
M6304: chr=23, pos=37801421, haplotype=0
M6305: chr=21, pos=17797130, haplotype=1
M6306: chr=18, pos=52574510, haplotype=0
M6307: chr=9, pos=97813006, haplotype=0
M6308: chr=4, pos=62369144, haplotype=0
M6309: chr=13, pos=49653659, haplotype=1
M6310: chr=8, pos=133774802, haplotype=0
M6311: chr=8, pos=145415442, haplotype=1
M6312: chr=5, pos=91272639, haplotype=1
M6313: chr=4, pos=109180447, haplotype=1
M6314: chr=18, pos=23230151, haplotype=1
M6315: chr=10, pos=31173049, haplotype=1
M6316: chr=14, pos=19406706, haplotype=1
