M10702	M10745
M10928: chr=12, pos=8726788, haplotype=1
M10929: chr=10, pos=98036897, haplotype=0
M10930: chr=11, pos=18794351, haplotype=1
M10931: chr=12, pos=95473976, haplotype=1
M10932: chr=16, pos=95371231, haplotype=1
M10933: chr=11, pos=86735209, haplotype=1
M10934: chr=1, pos=233628992, haplotype=1
M10935: chr=5, pos=91933769, haplotype=1
M10936: chr=7, pos=81787466, haplotype=0
M10937: chr=6, pos=165749450, haplotype=1
M10938: chr=19, pos=43607600, haplotype=0
M10939: chr=10, pos=78430597, haplotype=1
M10940: chr=15, pos=86606438, haplotype=1
M10941: chr=1, pos=206163456, haplotype=1
M10942: chr=19, pos=35917095, haplotype=1
M10943: chr=16, pos=6524174, haplotype=0
CNV_M10944: chr=13, arm=0, haplotype=1
M10945: chr=12, pos=25900084, haplotype=0
M10946: chr=4, pos=94483486, haplotype=0
CNV_M10947: chr=14, arm=1, haplotype=1
M10948: chr=12, pos=43271550, haplotype=0
M10949: chr=5, pos=24702305, haplotype=1
M10950: chr=4, pos=690215, haplotype=1
M10951: chr=16, pos=37689315, haplotype=1
M10952: chr=18, pos=12680976, haplotype=0
M10953: chr=9, pos=69679506, haplotype=1
CNV_M10954: chr=20, arm=0, haplotype=1
M10955: chr=8, pos=101426881, haplotype=1
M10956: chr=21, pos=31235896, haplotype=0
M10957: chr=7, pos=102482083, haplotype=0
M10958: chr=7, pos=155695855, haplotype=1
CNV_M10959: chr=21, arm=0, haplotype=0
M10960: chr=14, pos=78424909, haplotype=1
M10961: chr=17, pos=7406097, haplotype=1
M10962: chr=5, pos=131635603, haplotype=1
M10963: chr=4, pos=37937984, haplotype=1
M10964: chr=4, pos=186591803, haplotype=0
M10965: chr=10, pos=43069289, haplotype=1
M10966: chr=13, pos=71880355, haplotype=1
M10967: chr=2, pos=79452675, haplotype=1
M10968: chr=23, pos=30164077, haplotype=0
M10969: chr=4, pos=99107548, haplotype=1
M10970: chr=9, pos=3018577, haplotype=0
M10971: chr=21, pos=17957402, haplotype=1
M10972: chr=17, pos=78893993, haplotype=0
M10973: chr=5, pos=157898552, haplotype=1
M10974: chr=3, pos=134677914, haplotype=1
M10975: chr=20, pos=62402276, haplotype=1
CNV_M10976: chr=21, arm=0, haplotype=1
M10977: chr=2, pos=54928176, haplotype=1
CNV_M10978: chr=10, arm=0, haplotype=1
M10979: chr=15, pos=1787944, haplotype=0
M10980: chr=20, pos=51626181, haplotype=0
M10981: chr=4, pos=143507037, haplotype=0
M10982: chr=17, pos=20045172, haplotype=0
M10983: chr=5, pos=128273939, haplotype=0
M10984: chr=11, pos=49268085, haplotype=0
M10985: chr=23, pos=45238425, haplotype=1
M10986: chr=13, pos=48304667, haplotype=0
M10987: chr=17, pos=21366873, haplotype=0
M10988: chr=1, pos=208293521, haplotype=1
M10989: chr=10, pos=59799331, haplotype=0
M10990: chr=15, pos=70160804, haplotype=0
M10991: chr=7, pos=84202328, haplotype=0
M10992: chr=18, pos=75391850, haplotype=0
M10993: chr=17, pos=67446848, haplotype=0
M10994: chr=14, pos=63245803, haplotype=0
CNV_M10995: chr=5, arm=0, haplotype=1
M10996: chr=20, pos=17190552, haplotype=0
M10997: chr=12, pos=77661528, haplotype=1
M10998: chr=7, pos=106684997, haplotype=1
M10999: chr=2, pos=185079290, haplotype=0
M11000: chr=15, pos=37461566, haplotype=1
M11001: chr=7, pos=56151827, haplotype=0
M11002: chr=7, pos=67888424, haplotype=1
M11003: chr=13, pos=18457475, haplotype=1
M11004: chr=15, pos=103918871, haplotype=0
M11005: chr=22, pos=32014662, haplotype=1
M11006: chr=14, pos=41135789, haplotype=1
M11007: chr=19, pos=56814739, haplotype=1
M11008: chr=1, pos=125884064, haplotype=1
M11009: chr=16, pos=14099719, haplotype=1
CNV_M11010: chr=23, arm=1, haplotype=0
M11011: chr=5, pos=131281866, haplotype=0
CNV_M11012: chr=14, arm=0, haplotype=1
M11013: chr=7, pos=105938699, haplotype=0
M11014: chr=14, pos=40272486, haplotype=0
M11015: chr=15, pos=46688691, haplotype=1
M11016: chr=21, pos=36721679, haplotype=0
M11017: chr=18, pos=74781177, haplotype=0
M11018: chr=14, pos=5832333, haplotype=0
M11019: chr=8, pos=112077952, haplotype=1
M11020: chr=8, pos=128751382, haplotype=0
M11021: chr=20, pos=35918178, haplotype=0
M11022: chr=17, pos=29155030, haplotype=0
M11023: chr=18, pos=36236818, haplotype=1
M11024: chr=23, pos=8848627, haplotype=1
M11025: chr=19, pos=4804712, haplotype=1
M11026: chr=5, pos=22129096, haplotype=1
M11027: chr=15, pos=81356277, haplotype=0
M11028: chr=3, pos=88225660, haplotype=1
M11029: chr=10, pos=33340126, haplotype=0
M11030: chr=5, pos=177620740, haplotype=0
M11031: chr=20, pos=18509433, haplotype=1
M11032: chr=12, pos=75984862, haplotype=1
M11033: chr=1, pos=124753073, haplotype=0
M11034: chr=13, pos=129739982, haplotype=0
M11035: chr=18, pos=74093761, haplotype=0
M11036: chr=11, pos=104758338, haplotype=1
M11037: chr=22, pos=16209990, haplotype=0
M11038: chr=4, pos=15287940, haplotype=1
M11039: chr=21, pos=48079545, haplotype=1
M11040: chr=12, pos=8544299, haplotype=1
M11041: chr=21, pos=51384035, haplotype=1
M11042: chr=2, pos=98755907, haplotype=1
M11043: chr=5, pos=133658172, haplotype=1
M11044: chr=10, pos=50438374, haplotype=1
CNV_M11045: chr=11, arm=1, haplotype=0
M11046: chr=15, pos=70341219, haplotype=1
M11047: chr=12, pos=80433974, haplotype=1
M11048: chr=14, pos=73087545, haplotype=0
M11049: chr=3, pos=155867407, haplotype=0
M11050: chr=6, pos=62439852, haplotype=0
M11051: chr=4, pos=67760179, haplotype=0
M11052: chr=12, pos=97824480, haplotype=0
M11053: chr=20, pos=11979696, haplotype=0
M11054: chr=12, pos=11958018, haplotype=0
CNV_M11055: chr=18, arm=1, haplotype=0
CNV_M11056: chr=19, arm=1, haplotype=0
M11057: chr=5, pos=67129368, haplotype=1
M11058: chr=20, pos=21179727, haplotype=1
M11059: chr=12, pos=54472743, haplotype=0
M11060: chr=8, pos=126126006, haplotype=0
M11061: chr=18, pos=80533236, haplotype=0
M11062: chr=15, pos=5535628, haplotype=0
M11063: chr=12, pos=80303857, haplotype=0
M11064: chr=2, pos=115041103, haplotype=1
M11065: chr=4, pos=50565740, haplotype=0
M11066: chr=17, pos=67188098, haplotype=1
M11067: chr=1, pos=71000427, haplotype=0
M11068: chr=17, pos=21083824, haplotype=1
M11069: chr=13, pos=79033191, haplotype=0
M11070: chr=12, pos=5881616, haplotype=1
M11071: chr=10, pos=56449239, haplotype=0
M11072: chr=10, pos=124086732, haplotype=1
M11073: chr=7, pos=132791592, haplotype=0
M11074: chr=5, pos=18850830, haplotype=1
M11075: chr=8, pos=131383563, haplotype=0
M11076: chr=11, pos=78018088, haplotype=1
M11077: chr=15, pos=54949233, haplotype=1
M11078: chr=14, pos=87555231, haplotype=1
M11079: chr=10, pos=11521791, haplotype=0
M11080: chr=12, pos=35544545, haplotype=0
M11081: chr=10, pos=86462146, haplotype=0
M11082: chr=18, pos=59770225, haplotype=1
M11083: chr=4, pos=162129115, haplotype=0
CNV_M11084: chr=19, arm=1, haplotype=1
M11085: chr=3, pos=139909568, haplotype=0
M11086: chr=22, pos=16358144, haplotype=1
M11087: chr=12, pos=74406723, haplotype=0
M11088: chr=21, pos=42636164, haplotype=0
M11089: chr=18, pos=78794303, haplotype=0
CNV_M11090: chr=11, arm=0, haplotype=0
M11091: chr=14, pos=59003594, haplotype=0
M11092: chr=14, pos=83745794, haplotype=0
M11093: chr=11, pos=72781661, haplotype=1
M11094: chr=23, pos=43882795, haplotype=0
M11095: chr=18, pos=38720379, haplotype=0
M11096: chr=20, pos=5847587, haplotype=1
M11097: chr=2, pos=237424577, haplotype=1
M11098: chr=10, pos=88999030, haplotype=0
M11099: chr=12, pos=100578994, haplotype=0
M11100: chr=17, pos=42817290, haplotype=0
M11101: chr=21, pos=22363328, haplotype=0
M11102: chr=19, pos=8460337, haplotype=1
M11103: chr=15, pos=22566035, haplotype=0
CNV_M11104: chr=5, arm=1, haplotype=0
M11105: chr=16, pos=14322870, haplotype=1
M11106: chr=9, pos=71720347, haplotype=0
CNV_M11107: chr=2, arm=0, haplotype=0
M11108: chr=22, pos=1817605, haplotype=1
M11109: chr=20, pos=56111591, haplotype=0
M11110: chr=23, pos=1911960, haplotype=0
M11111: chr=7, pos=27376643, haplotype=1
M11112: chr=20, pos=9953033, haplotype=0
M11113: chr=12, pos=69380995, haplotype=0
M11114: chr=14, pos=80577380, haplotype=0
M11115: chr=15, pos=81926991, haplotype=0
M11116: chr=22, pos=58881839, haplotype=1
CNV_M11117: chr=10, arm=1, haplotype=1
M11118: chr=13, pos=103945705, haplotype=0
M11119: chr=13, pos=56305473, haplotype=1
M11120: chr=11, pos=25493658, haplotype=0
M11121: chr=21, pos=58988968, haplotype=1
CNV_M11122: chr=7, arm=0, haplotype=1
M11123: chr=18, pos=54199249, haplotype=1
M11124: chr=23, pos=7691583, haplotype=0
CNV_M11125: chr=9, arm=1, haplotype=0
M11126: chr=9, pos=104252933, haplotype=1
M11127: chr=13, pos=10719723, haplotype=1
CNV_M11128: chr=2, arm=0, haplotype=0
M11129: chr=2, pos=128293951, haplotype=0
M11130: chr=19, pos=44054856, haplotype=1
M11131: chr=2, pos=119618939, haplotype=1
CNV_M11132: chr=2, arm=0, haplotype=0
M11133: chr=22, pos=4256327, haplotype=1
M11134: chr=1, pos=13460061, haplotype=1
M11135: chr=13, pos=41589059, haplotype=0
M11136: chr=2, pos=25869563, haplotype=0
M11137: chr=15, pos=29218857, haplotype=0
M11138: chr=4, pos=17827109, haplotype=0
M11139: chr=8, pos=19126482, haplotype=0
M11140: chr=12, pos=117642092, haplotype=1
M11141: chr=2, pos=192635498, haplotype=1
M11142: chr=5, pos=78940394, haplotype=0
M11143: chr=8, pos=93320415, haplotype=1
M11144: chr=15, pos=93917997, haplotype=0
M11145: chr=13, pos=36372213, haplotype=0
M11146: chr=23, pos=10930139, haplotype=0
M11147: chr=18, pos=35052718, haplotype=1
M11148: chr=18, pos=41025871, haplotype=1
M11149: chr=20, pos=33783834, haplotype=1
M11150: chr=22, pos=39622607, haplotype=0
CNV_M11151: chr=13, arm=1, haplotype=0
M11152: chr=16, pos=12999251, haplotype=1
M11153: chr=10, pos=50889813, haplotype=0
M11154: chr=13, pos=82088522, haplotype=1
M11155: chr=22, pos=19911370, haplotype=1
M11156: chr=18, pos=45642753, haplotype=1
M11157: chr=4, pos=68610997, haplotype=1
CNV_M11158: chr=14, arm=1, haplotype=0
M11159: chr=13, pos=107086689, haplotype=0
CNV_M11160: chr=8, arm=1, haplotype=1
M11161: chr=6, pos=156040200, haplotype=1
M11162: chr=20, pos=37827818, haplotype=1
M11163: chr=21, pos=17107016, haplotype=1
M11164: chr=9, pos=7356072, haplotype=0
M11165: chr=18, pos=49452875, haplotype=1
M11166: chr=21, pos=13260724, haplotype=1
M11167: chr=10, pos=14115878, haplotype=0
M11168: chr=20, pos=47635977, haplotype=0
M11169: chr=19, pos=75756850, haplotype=1
M11170: chr=22, pos=58908310, haplotype=0
M11171: chr=3, pos=44940730, haplotype=1
M11172: chr=5, pos=48920032, haplotype=1
M11173: chr=11, pos=11064857, haplotype=1
M11174: chr=23, pos=3357151, haplotype=0
M11175: chr=3, pos=122620997, haplotype=0
M11176: chr=21, pos=52280483, haplotype=0
M11177: chr=5, pos=131196270, haplotype=1
M11178: chr=21, pos=43330202, haplotype=0
CNV_M11179: chr=20, arm=0, haplotype=0
M11180: chr=18, pos=34721000, haplotype=1
M11181: chr=13, pos=85808681, haplotype=0
M11182: chr=17, pos=20957486, haplotype=0
M11183: chr=5, pos=42725157, haplotype=1
M11184: chr=12, pos=47584637, haplotype=0
M11185: chr=12, pos=96293436, haplotype=0
M11186: chr=22, pos=48378802, haplotype=0
CNV_M11187: chr=11, arm=1, haplotype=0
M11188: chr=19, pos=593060, haplotype=0
M11189: chr=3, pos=45851621, haplotype=1
M11190: chr=5, pos=121403374, haplotype=1
M11191: chr=4, pos=49534058, haplotype=1
M11192: chr=7, pos=123737855, haplotype=1
M11193: chr=7, pos=1042642, haplotype=0
M11194: chr=14, pos=47667662, haplotype=1
M11195: chr=22, pos=15098725, haplotype=1
CNV_M11196: chr=8, arm=0, haplotype=1
M11197: chr=23, pos=1361592, haplotype=1
M11198: chr=3, pos=40834500, haplotype=1
CNV_M11199: chr=15, arm=0, haplotype=0
M11200: chr=11, pos=70828509, haplotype=1
M11201: chr=19, pos=5722721, haplotype=0
M11202: chr=2, pos=21234203, haplotype=0
CNV_M11203: chr=2, arm=0, haplotype=1
M11204: chr=6, pos=83196564, haplotype=1
M11205: chr=22, pos=43090060, haplotype=1
M11206: chr=20, pos=326730, haplotype=1
CNV_M11207: chr=8, arm=0, haplotype=0
M11208: chr=20, pos=42079640, haplotype=1
M11209: chr=12, pos=80360931, haplotype=1
M11210: chr=9, pos=62756223, haplotype=1
CNV_M11211: chr=21, arm=0, haplotype=0
M11212: chr=11, pos=73677029, haplotype=1
M11213: chr=6, pos=164569543, haplotype=0
M11214: chr=5, pos=16309703, haplotype=0
M11215: chr=17, pos=6006636, haplotype=1
CNV_M11216: chr=5, arm=0, haplotype=1
M11217: chr=1, pos=236939380, haplotype=1
M11218: chr=19, pos=75960233, haplotype=1
M11219: chr=18, pos=75571255, haplotype=0
M11220: chr=14, pos=108527265, haplotype=0
M11221: chr=18, pos=41404760, haplotype=0
M11222: chr=22, pos=26629766, haplotype=1
M11223: chr=2, pos=115460738, haplotype=1
M11224: chr=2, pos=205850046, haplotype=1
CNV_M11225: chr=8, arm=1, haplotype=1
CNV_M11226: chr=12, arm=0, haplotype=0
M11227: chr=11, pos=59353625, haplotype=1
M11228: chr=20, pos=27262917, haplotype=0
M11229: chr=13, pos=19788746, haplotype=1
CNV_M11230: chr=20, arm=1, haplotype=0
M11231: chr=21, pos=44686199, haplotype=0
M11232: chr=20, pos=5042880, haplotype=1
CNV_M11233: chr=15, arm=0, haplotype=1
M11234: chr=5, pos=119075441, haplotype=0
M11235: chr=3, pos=124979659, haplotype=1
M11236: chr=17, pos=14266703, haplotype=0
M11237: chr=17, pos=19907514, haplotype=0
M11238: chr=1, pos=190675481, haplotype=0
M11239: chr=17, pos=71349108, haplotype=1
M11240: chr=4, pos=90139078, haplotype=0
M11241: chr=21, pos=3822411, haplotype=0
M11242: chr=17, pos=7046329, haplotype=0
CNV_M11243: chr=5, arm=1, haplotype=1
M11244: chr=17, pos=28135078, haplotype=1
M11245: chr=15, pos=82920866, haplotype=1
M11246: chr=4, pos=146841410, haplotype=1
CNV_M11247: chr=17, arm=1, haplotype=0
M11248: chr=20, pos=53458434, haplotype=0
M11249: chr=13, pos=52107805, haplotype=0
M11250: chr=10, pos=57145132, haplotype=1
CNV_M11251: chr=6, arm=0, haplotype=1
M11252: chr=23, pos=43826142, haplotype=1
M11253: chr=6, pos=82151034, haplotype=1
M11254: chr=15, pos=58324085, haplotype=0
M11255: chr=8, pos=12409562, haplotype=0
M11256: chr=3, pos=11120505, haplotype=0
M11257: chr=3, pos=52923332, haplotype=0
M11258: chr=10, pos=1203631, haplotype=1
M11259: chr=22, pos=39592952, haplotype=1
M11260: chr=12, pos=39990911, haplotype=1
M11261: chr=6, pos=101202729, haplotype=1
M11262: chr=13, pos=24046099, haplotype=1
M11263: chr=2, pos=895612, haplotype=0
M11264: chr=10, pos=27407501, haplotype=0
M11265: chr=8, pos=67214111, haplotype=1
